step,time_s,x_robot,y_robot,angulo_grados,sensor_crudo,kalman,action
358,11.456,-0.3468,0.8873,7.03,0.7695,0.7634,GIRANDO
359,11.488,-0.3468,0.8873,6.46,0.7303,0.7624,GIRANDO
360,11.52,-0.3468,0.8873,5.89,0.759,0.7616,GIRANDO
361,11.552,-0.3468,0.8873,5.32,0.7246,0.7595,AVANZAR
362,11.584,-0.3443,0.8876,5.18,0.7596,0.7562,AVANZAR
363,11.616,-0.3417,0.8878,5.18,0.7802,0.7545,AVANZAR
364,11.648,-0.3391,0.888,5.18,0.7391,0.7522,GIRANDO
365,11.68,-0.3391,0.888,4.61,0.7361,0.7516,AVANZAR
366,11.712,-0.3366,0.8882,4.61,0.763,0.7496,AVANZAR
367,11.744,-0.334,0.8884,4.61,0.7455,0.7475,AVANZAR
368,11.776,-0.3314,0.8886,4.61,0.7164,0.7443,CURVA_IZQUIERDA
369,11.808,-0.3298,0.8888,6.6,0.7772,0.7439,CURVA_IZQUIERDA
370,11.84,-0.3282,0.889,8.59,0.7597,0.744,GIRANDO
371,11.872,-0.3282,0.889,7.88,0.8106,0.7479,GIRANDO
372,11.904,-0.3282,0.889,7.03,0.8046,0.7527,GIRANDO
373,11.936,-0.3282,0.889,6.46,0.7578,0.7558,GIRANDO
374,11.968,-0.3282,0.889,5.61,0.7386,0.757,CURVA_IZQUIERDA
375,12.0,-0.3265,0.8892,7.59,0.7906,0.7577,GIRANDO
376,12.032,-0.3266,0.8892,6.88,0.7033,0.7568,GIRANDO
377,12.064,-0.3265,0.8892,6.18,0.7978,0.7579,GIRANDO
378,12.096,-0.3265,0.8892,5.61,0.7504,0.7583,GIRANDO
379,12.128,-0.3266,0.8892,4.9,0.7516,0.7583,GIRANDO
380,12.16,-0.3266,0.8892,4.33,0.7364,0.7573,AVANZAR
381,12.192,-0.324,0.8894,4.33,0.8235,0.7574,AVANZAR
382,12.224,-0.3215,0.8896,4.33,0.7449,0.7563,CURVA_IZQUIERDA
383,12.256,-0.3198,0.8897,6.32,0.7727,0.7564,GIRANDO
384,12.288,-0.3198,0.8897,5.75,0.7487,0.7572,CURVA_IZQUIERDA
385,12.32,-0.3182,0.8899,7.59,0.7521,0.756,GIRANDO
386,12.352,-0.3181,0.8899,6.88,0.7938,0.7579,CURVA_IZQUIERDA
387,12.384,-0.3165,0.8902,8.87,0.7752,0.7584,CURVA_IZQUIERDA
388,12.416,-0.3149,0.8904,10.71,0.7956,0.7599,CURVA_IZQUIERDA
389,12.448,-0.3132,0.8908,12.7,0.7354,0.7593,CURVA_IZQUIERDA
390,12.48,-0.3116,0.8912,14.69,0.7813,0.7595,CURVA_IZQUIERDA
391,12.512,-0.31,0.8916,16.67,0.7389,0.7582,CURVA_IZQUIERDA
392,12.544,-0.3084,0.8921,18.66,0.7878,0.7584,CURVA_IZQUIERDA
393,12.576,-0.3068,0.8927,20.64,0.7703,0.7586,GIRANDO
394,12.608,-0.3068,0.8927,18.94,0.809,0.7619,GIRANDO
395,12.64,-0.3069,0.8927,17.38,0.7654,0.7641,GIRANDO
396,12.672,-0.3069,0.8927,15.96,0.8064,0.7672,CURVA_IZQUIERDA
397,12.704,-0.3053,0.8932,17.95,0.7338,0.7662,GIRANDO
398,12.736,-0.3052,0.8932,16.39,0.7404,0.7654,GIRANDO
399,12.768,-0.3052,0.8932,14.97,0.7533,0.7644,GIRANDO
400,12.8,-0.3053,0.8932,13.69,0.7503,0.7633,CURVA_IZQUIERDA
401,12.832,-0.3037,0.8936,15.68,0.7302,0.7597,GIRANDO
402,12.864,-0.3037,0.8936,14.26,0.773,0.7591,GIRANDO
403,12.896,-0.3037,0.8936,12.84,0.7639,0.759,CURVA_IZQUIERDA
404,12.928,-0.302,0.894,14.83,0.7765,0.7582,GIRANDO
405,12.96,-0.302,0.894,13.69,0.7631,0.759,GIRANDO
406,12.992,-0.302,0.894,12.27,0.7472,0.759,GIRANDO
407,13.024,-0.302,0.894,11.14,0.7579,0.7589,CURVA_IZQUIERDA
408,13.056,-0.3004,0.8944,13.13,0.7493,0.757,GIRANDO
409,13.088,-0.3005,0.8943,11.85,0.7418,0.7562,GIRANDO
410,13.12,-0.3004,0.8943,10.57,0.7205,0.7541,GIRANDO
411,13.152,-0.3004,0.8943,9.72,0.7556,0.753,CURVA_IZQUIERDA
412,13.184,-0.2988,0.8946,11.57,0.7776,0.752,GIRANDO
413,13.216,-0.2988,0.8946,10.43,0.7561,0.7525,GIRANDO
414,13.248,-0.2988,0.8947,9.44,0.787,0.7543,GIRANDO
415,13.28,-0.2988,0.8947,8.3,0.7319,0.7545,CURVA_IZQUIERDA
416,13.312,-0.2971,0.8949,10.29,0.7486,0.7528,GIRANDO
417,13.344,-0.2971,0.8949,9.15,0.7988,0.7549,GIRANDO
418,13.376,-0.2972,0.8949,8.16,0.7591,0.7564,CURVA_IZQUIERDA
419,13.408,-0.2955,0.8952,10.15,0.799,0.7576,GIRANDO
420,13.44,-0.2955,0.8952,9.01,0.7661,0.7598,GIRANDO
421,13.472,-0.2955,0.8952,8.16,0.7134,0.759,CURVA_IZQUIERDA
422,13.504,-0.2939,0.8955,10.15,0.7773,0.7579,GIRANDO
423,13.536,-0.2939,0.8955,9.01,0.7992,0.7601,GIRANDO
424,13.568,-0.2939,0.8955,7.88,0.7911,0.7627,CURVA_IZQUIERDA
425,13.6,-0.2922,0.8957,9.86,0.7839,0.7638,CURVA_IZQUIERDA
426,13.632,-0.2906,0.896,11.85,0.7693,0.7643,GIRANDO
427,13.664,-0.2906,0.896,10.71,0.756,0.7652,GIRANDO
428,13.696,-0.2906,0.896,9.58,0.7797,0.7664,GIRANDO
429,13.728,-0.2906,0.896,8.44,0.7618,0.7669,CURVA_IZQUIERDA
430,13.76,-0.2889,0.8963,10.43,0.7633,0.7656,GIRANDO
431,13.792,-0.2889,0.8963,9.3,0.7785,0.7664,GIRANDO
432,13.824,-0.2889,0.8963,8.16,0.7511,0.7662,GIRANDO
433,13.856,-0.289,0.8963,7.17,0.8299,0.7689,CURVA_IZQUIERDA
434,13.888,-0.2873,0.8965,9.15,0.8048,0.7707,GIRANDO
435,13.92,-0.2873,0.8965,8.16,0.8125,0.7745,GIRANDO
436,13.952,-0.2873,0.8965,7.17,0.7339,0.7751,GIRANDO
437,13.984,-0.2873,0.8965,6.18,0.75,0.7742,GIRANDO
438,14.016,-0.2873,0.8965,5.32,0.7614,0.7732,CURVA_IZQUIERDA
439,14.048,-0.2857,0.8967,7.17,0.7875,0.7719,GIRANDO
440,14.08,-0.2857,0.8967,6.32,0.7902,0.7728,CURVA_IZQUIERDA
441,14.112,-0.284,0.8969,8.3,0.8019,0.7732,GIRANDO
442,14.144,-0.284,0.8969,7.17,0.7782,0.7747,CURVA_IZQUIERDA
443,14.176,-0.2824,0.8972,9.15,0.7386,0.7726,CURVA_IZQUIERDA
444,14.208,-0.2807,0.8975,11.14,0.7865,0.7715,CURVA_IZQUIERDA
445,14.24,-0.2791,0.8978,13.13,0.7335,0.7687,GIRANDO
446,14.272,-0.2791,0.8978,11.85,0.7386,0.7668,GIRANDO
447,14.304,-0.2791,0.8978,10.43,0.7762,0.766,GIRANDO
448,14.336,-0.2791,0.8978,9.3,0.7418,0.7645,GIRANDO
449,14.368,-0.2791,0.8978,8.16,0.7713,0.7639,CURVA_IZQUIERDA
450,14.4,-0.2775,0.8981,10.15,0.7427,0.7612,GIRANDO
451,14.432,-0.2774,0.8981,8.87,0.7684,0.7608,GIRANDO
452,14.464,-0.2775,0.8981,7.88,0.7598,0.7606,GIRANDO
453,14.496,-0.2775,0.8981,6.74,0.7544,0.7602,GIRANDO
454,14.528,-0.2774,0.8981,5.75,0.7525,0.7596,GIRANDO
455,14.56,-0.2775,0.8981,4.76,0.724,0.7577,CURVA_IZQUIERDA
456,14.592,-0.2758,0.8982,6.74,0.7611,0.7553,GIRANDO
457,14.624,-0.2758,0.8982,5.89,0.8135,0.7574,GIRANDO
458,14.656,-0.2758,0.8982,4.9,0.7243,0.7572,GIRANDO
459,14.688,-0.2758,0.8982,3.91,0.781,0.7582,GIRANDO
460,14.72,-0.2758,0.8982,3.2,0.7562,0.7586,GIRANDO
461,14.752,-0.2758,0.8982,2.49,0.7861,0.7601,GIRANDO
462,14.784,-0.2758,0.8982,1.64,0.7395,0.7601,CURVA_IZQUIERDA
463,14.816,-0.2741,0.8983,3.62,0.7786,0.7595,CURVA_IZQUIERDA
464,14.848,-0.2725,0.8984,5.61,0.7756,0.7594,GIRANDO
465,14.88,-0.2725,0.8984,4.76,0.7407,0.7595,GIRANDO
466,14.912,-0.2725,0.8984,3.91,0.7857,0.7607,GIRANDO
467,14.944,-0.2725,0.8984,3.05,0.7649,0.7616,CURVA_IZQUIERDA
468,14.976,-0.2708,0.8986,5.04,0.7624,0.7608,GIRANDO
469,15.008,-0.2709,0.8986,4.05,0.7565,0.7611,GIRANDO
470,15.04,-0.2709,0.8986,3.2,0.7406,0.7604,CURVA_IZQUIERDA
471,15.072,-0.2692,0.8987,5.18,0.7317,0.7573,GIRANDO
472,15.104,-0.2692,0.8987,4.33,0.7407,0.7557,GIRANDO
473,15.136,-0.2691,0.8987,3.34,0.7395,0.754,GIRANDO
474,15.168,-0.2692,0.8987,2.63,0.7496,0.7529,GIRANDO
475,15.2,-0.2692,0.8987,1.78,0.765,0.7527,GIRANDO
476,15.232,-0.2691,0.8987,1.07,0.7918,0.7542,GIRANDO
477,15.264,-0.2691,0.8987,0.5,0.7697,0.7559,GIRANDO
478,15.296,-0.2692,0.8987,-0.21,0.7471,0.7565,GIRANDO
479,15.328,-0.2692,0.8987,-0.78,0.7263,0.7556,AVANZAR
480,15.36,-0.2666,0.8986,-0.78,0.7788,0.7538,CURVA_IZQUIERDA
481,15.392,-0.265,0.8987,1.21,0.7727,0.7537,GIRANDO
482,15.424,-0.265,0.8987,0.64,0.7516,0.7545,GIRANDO
483,15.456,-0.265,0.8987,-0.21,0.7421,0.7545,GIRANDO
484,15.488,-0.265,0.8987,-0.78,0.7409,0.7539,GIRANDO
485,15.52,-0.265,0.8987,-1.34,0.8031,0.7557,CURVA_IZQUIERDA
486,15.552,-0.2633,0.8986,0.64,0.7457,0.7549,GIRANDO
487,15.584,-0.2633,0.8986,0.08,0.7755,0.7563,GIRANDO
488,15.616,-0.2633,0.8986,-0.63,0.7471,0.7568,GIRANDO
489,15.648,-0.2633,0.8986,-1.2,0.7583,0.7571,AVANZAR
490,15.68,-0.2608,0.8986,-1.2,0.7806,0.7562,GIRANDO
491,15.712,-0.2608,0.8986,-1.77,0.7321,0.7561,CURVA_IZQUIERDA
492,15.744,-0.2591,0.8986,0.22,0.7652,0.755,GIRANDO
493,15.776,-0.2591,0.8986,-0.35,0.7791,0.7564,GIRANDO
494,15.808,-0.259,0.8986,-1.06,0.7845,0.7584,CURVA_IZQUIERDA
495,15.84,-0.2574,0.8986,0.93,0.7861,0.7594,CURVA_IZQUIERDA
496,15.872,-0.2557,0.8986,2.77,0.7343,0.7586,CURVA_IZQUIERDA
497,15.904,-0.2541,0.8987,4.76,0.7544,0.7574,GIRANDO
498,15.936,-0.2541,0.8987,3.91,0.7808,0.7587,GIRANDO
499,15.968,-0.2541,0.8987,3.05,0.8079,0.7617,GIRANDO
500,16.0,-0.2541,0.8987,2.2,0.7787,0.7642,CURVA_IZQUIERDA
501,16.032,-0.2525,0.8988,4.05,0.7767,0.7649,GIRANDO
502,16.064,-0.2524,0.8988,3.05,0.7639,0.7661,GIRANDO
503,16.096,-0.2524,0.8988,2.2,0.8227,0.7694,GIRANDO
504,16.128,-0.2525,0.8988,1.49,0.7528,0.7707,GIRANDO
505,16.16,-0.2525,0.8988,0.64,0.7823,0.7719,CURVA_IZQUIERDA
506,16.192,-0.2508,0.8989,2.63,0.7381,0.7698,GIRANDO
507,16.224,-0.2508,0.8989,1.78,0.7525,0.7687,GIRANDO
508,16.256,-0.2508,0.8989,0.93,0.7961,0.7693,GIRANDO
509,16.288,-0.2507,0.8989,0.22,0.7193,0.7674,GIRANDO
510,16.32,-0.2508,0.8989,-0.49,0.7437,0.7653,GIRANDO
511,16.352,-0.2508,0.8989,-1.06,0.7844,0.7648,CURVA_IZQUIERDA
512,16.384,-0.2491,0.8989,0.93,0.7667,0.7632,GIRANDO
513,16.416,-0.2491,0.8989,0.08,0.7377,0.7621,GIRANDO
514,16.448,-0.2491,0.8989,-0.63,0.7913,0.7627,GIRANDO
515,16.48,-0.2491,0.8989,-1.34,0.6893,0.7599,GIRANDO
516,16.512,-0.2491,0.8989,-1.91,0.7196,0.7565,GIRANDO
517,16.544,-0.2491,0.8989,-2.48,0.802,0.7564,AVANZAR
518,16.576,-0.2466,0.8988,-2.48,0.735,0.7532,AVANZAR
519,16.608,-0.244,0.8986,-2.48,0.7343,0.7498,GIRANDO
520,16.64,-0.244,0.8986,-3.05,0.7557,0.7496,CURVA_IZQUIERDA
521,16.672,-0.2423,0.8986,-1.06,0.7556,0.7483,CURVA_IZQUIERDA
522,16.704,-0.2406,0.8986,0.93,0.7949,0.7491,CURVA_IZQUIERDA
523,16.736,-0.239,0.8986,2.91,0.7837,0.7507,CURVA_IZQUIERDA
524,16.768,-0.2374,0.8987,4.76,0.748,0.7512,CURVA_IZQUIERDA
525,16.8,-0.2357,0.8989,6.74,0.734,0.7502,CURVA_IZQUIERDA
526,16.832,-0.2341,0.8991,8.87,0.7489,0.7492,CURVA_IZQUIERDA
527,16.864,-0.2324,0.8994,10.86,0.7741,0.7493,GIRANDO
528,16.896,-0.2324,0.8994,9.3,0.7045,0.7483,GIRANDO
529,16.928,-0.2324,0.8994,7.88,0.7537,0.7479,GIRANDO
530,16.96,-0.2324,0.8994,6.6,0.8251,0.7512,CURVA_IZQUIERDA
531,16.992,-0.2308,0.8996,8.59,0.7431,0.7513,GIRANDO
532,17.024,-0.2308,0.8996,7.17,0.7544,0.7525,GIRANDO
533,17.056,-0.2308,0.8996,5.75,0.7963,0.7552,CURVA_IZQUIERDA
534,17.088,-0.2291,0.8998,7.74,0.7615,0.7556,GIRANDO
535,17.12,-0.2291,0.8998,6.46,0.7796,0.7578,GIRANDO
536,17.152,-0.2291,0.8998,5.18,0.7934,0.7608,GIRANDO
537,17.184,-0.2291,0.8998,4.05,0.7464,0.762,CURVA_IZQUIERDA
538,17.216,-0.2275,0.9,6.03,0.7526,0.7608,GIRANDO
539,17.248,-0.2275,0.9,4.61,0.7609,0.7611,GIRANDO
540,17.28,-0.2275,0.9,3.48,0.7742,0.7619,GIRANDO
541,17.312,-0.2275,0.9,2.35,0.7731,0.7628,CURVA_IZQUIERDA
542,17.344,-0.2258,0.9001,4.33,0.77,0.7622,GIRANDO
543,17.376,-0.2258,0.9001,3.2,0.7734,0.7634,GIRANDO
544,17.408,-0.2258,0.9001,2.06,0.7533,0.7637,GIRANDO
545,17.44,-0.2259,0.9001,1.07,0.7387,0.7628,CURVA_IZQUIERDA
546,17.472,-0.2242,0.9001,3.05,0.7214,0.759,GIRANDO
547,17.504,-0.2242,0.9001,1.92,0.7397,0.7568,GIRANDO
548,17.536,-0.2241,0.9001,0.93,0.7471,0.7551,GIRANDO
549,17.568,-0.2242,0.9001,-0.07,0.7361,0.7533,CURVA_IZQUIERDA
550,17.6,-0.2225,0.9002,1.92,0.7982,0.7527,GIRANDO
551,17.632,-0.2224,0.9002,0.93,0.7288,0.7523,GIRANDO
552,17.664,-0.2225,0.9002,-0.07,0.773,0.753,GIRANDO
553,17.696,-0.2224,0.9002,-1.06,0.7115,0.7516,GIRANDO
554,17.728,-0.2224,0.9002,-1.91,0.7608,0.7511,GIRANDO
555,17.76,-0.2225,0.9002,-2.62,0.7202,0.7496,CURVA_IZQUIERDA
556,17.792,-0.2208,0.9001,-0.63,0.7629,0.7477,WP_3
557,17.824,-0.2208,0.9001,-0.63,0.8139,0.7506,GIRANDO
558,17.856,-0.2208,0.9001,-5.17,0.7662,0.7529,CURVA_IZQUIERDA
559,17.888,-0.2192,0.9,-3.19,0.8055,0.7552,GIRANDO
560,17.92,-0.2192,0.9,-7.44,0.7679,0.7582,CURVA_IZQUIERDA
561,17.952,-0.2176,0.8998,-5.6,0.7542,0.7584,GIRANDO
562,17.984,-0.2175,0.8998,-9.71,0.7864,0.7606,CURVA_IZQUIERDA
563,18.016,-0.2159,0.8996,-7.87,0.7657,0.7609,GIRANDO
564,18.048,-0.2158,0.8996,-11.98,0.7366,0.7608,CURVA_IZQUIERDA
565,18.08,-0.2143,0.8992,-9.85,0.8218,0.7622,GIRANDO
566,18.112,-0.2143,0.8992,-13.83,0.7236,0.7622,CURVA_IZQUIERDA
567,18.144,-0.2126,0.8989,-11.84,0.7739,0.7613,GIRANDO
568,18.176,-0.2126,0.8989,-15.81,0.7744,0.7624,CURVA_IZQUIERDA
569,18.208,-0.211,0.8984,-13.83,0.7689,0.7619,CURVA_IZQUIERDA
570,18.24,-0.2094,0.8981,-11.84,0.7452,0.7604,GIRANDO
571,18.272,-0.2094,0.8981,-15.81,0.7726,0.7611,GIRANDO
572,18.304,-0.2094,0.8981,-19.5,0.7948,0.7629,CURVA_IZQUIERDA
573,18.336,-0.2079,0.8976,-17.37,0.7771,0.7633,CURVA_IZQUIERDA
574,18.368,-0.2063,0.8971,-15.39,0.7676,0.7632,GIRANDO
575,18.4,-0.2063,0.8971,-19.07,0.7701,0.7645,GIRANDO
576,18.432,-0.2062,0.8971,-22.62,0.771,0.7655,CURVA_IZQUIERDA
577,18.464,-0.2046,0.8965,-20.63,0.758,0.7644,CURVA_IZQUIERDA
578,18.496,-0.2031,0.8959,-18.79,0.7711,0.7636,GIRANDO
579,18.528,-0.2031,0.8959,-22.2,0.7443,0.7633,GIRANDO
580,18.56,-0.2031,0.8959,-25.6,0.7793,0.7638,CURVA_IZQUIERDA
581,18.592,-0.2016,0.8952,-23.61,0.7607,0.7625,CURVA_IZQUIERDA
582,18.624,-0.2001,0.8946,-21.63,0.7674,0.7615,GIRANDO
583,18.656,-0.2001,0.8946,-24.89,0.7394,0.761,GIRANDO
584,18.688,-0.2001,0.8946,-28.15,0.7841,0.7617,CURVA_IZQUIERDA
585,18.72,-0.1986,0.8938,-26.17,0.777,0.7613,CURVA_IZQUIERDA
586,18.752,-0.1971,0.8931,-24.18,0.7406,0.7598,GIRANDO
587,18.784,-0.1971,0.8931,-27.44,0.7964,0.7615,GIRANDO
588,18.816,-0.1971,0.8931,-30.42,0.7914,0.7638,CURVA_IZQUIERDA
589,18.848,-0.1957,0.8923,-28.58,0.7786,0.7644,CURVA_IZQUIERDA
590,18.88,-0.1942,0.8915,-26.59,0.6989,0.7615,GIRANDO
591,18.912,-0.1942,0.8915,-29.71,0.7831,0.7617,GIRANDO
592,18.944,-0.1942,0.8915,-32.55,0.7877,0.7629,GIRANDO
593,18.976,-0.1942,0.8915,-35.39,0.7561,0.7634,CURVA_IZQUIERDA
594,19.008,-0.1928,0.8906,-33.4,0.7492,0.7616,GIRANDO
595,19.04,-0.1928,0.8906,-35.95,0.7218,0.7598,CURVA_IZQUIERDA
596,19.072,-0.1915,0.8897,-34.11,0.7345,0.7562,GIRANDO
597,19.104,-0.1915,0.8897,-36.66,0.7611,0.7553,CURVA_IZQUIERDA
598,19.136,-0.1901,0.8887,-34.68,0.7508,0.7531,GIRANDO
599,19.168,-0.1901,0.8886,-37.37,0.7983,0.7547,CURVA_IZQUIERDA
600,19.2,-0.1888,0.8877,-35.53,0.7437,0.7538,GIRANDO
601,19.232,-0.1888,0.8877,-38.08,0.7329,0.7534,GIRANDO
602,19.264,-0.1887,0.8876,-40.49,0.8126,0.7556,CURVA_IZQUIERDA
603,19.296,-0.1875,0.8866,-38.65,0.7434,0.7551,GIRANDO
604,19.328,-0.1875,0.8866,-40.92,0.7443,0.7553,CURVA_IZQUIERDA
605,19.36,-0.1862,0.8855,-38.93,0.7721,0.7547,GIRANDO
606,19.392,-0.1862,0.8855,-41.49,0.7771,0.7563,GIRANDO
607,19.424,-0.1862,0.8855,-43.76,0.7436,0.7568,CURVA_IZQUIERDA
608,19.456,-0.185,0.8845,-41.63,0.7471,0.7552,GIRANDO
609,19.488,-0.185,0.8845,-43.9,0.739,0.7545,CURVA_IZQUIERDA
610,19.52,-0.1838,0.8833,-41.91,0.8127,0.7553,GIRANDO
611,19.552,-0.1838,0.8833,-44.18,0.7513,0.7565,GIRANDO
612,19.584,-0.1837,0.8833,-46.31,0.7575,0.7572,CURVA_IZQUIERDA
613,19.616,-0.1826,0.8821,-44.47,0.7544,0.7562,GIRANDO
614,19.648,-0.1826,0.8821,-46.45,0.7608,0.7568,CURVA_IZQUIERDA
615,19.68,-0.1814,0.8809,-44.47,0.7745,0.7565,GIRANDO
616,19.712,-0.1814,0.8809,-46.74,0.7956,0.759,GIRANDO
617,19.744,-0.1814,0.8809,-48.72,0.7226,0.7589,GIRANDO
618,19.776,-0.1814,0.8809,-50.42,0.6988,0.7562,CURVA_IZQUIERDA
619,19.808,-0.1803,0.8797,-48.44,0.7358,0.7523,GIRANDO
620,19.84,-0.1803,0.8797,-50.42,0.789,0.7525,GIRANDO
621,19.872,-0.1803,0.8797,-52.13,0.7638,0.7532,CURVA_IZQUIERDA
622,19.904,-0.1793,0.8784,-50.14,0.7531,0.7522,GIRANDO
623,19.936,-0.1793,0.8784,-51.84,0.7945,0.7544,CURVA_IZQUIERDA
624,19.968,-0.1782,0.8771,-49.86,0.7484,0.754,GIRANDO
625,20.0,-0.1783,0.8771,-51.7,0.7286,0.7538,GIRANDO
626,20.032,-0.1783,0.8771,-53.4,0.7798,0.7547,GIRANDO
627,20.064,-0.1782,0.8771,-54.96,0.7602,0.7554,CURVA_IZQUIERDA
628,20.096,-0.1773,0.8757,-52.98,0.7584,0.7546,GIRANDO
629,20.128,-0.1773,0.8758,-54.54,0.7715,0.7559,GIRANDO
630,20.16,-0.1773,0.8758,-56.24,0.7152,0.7549,GIRANDO
631,20.192,-0.1773,0.8757,-57.52,0.7617,0.7545,CURVA_IZQUIERDA
632,20.224,-0.1764,0.8744,-55.67,0.7535,0.7529,GIRANDO
633,20.256,-0.1764,0.8744,-57.09,0.7673,0.7535,GIRANDO
634,20.288,-0.1764,0.8744,-58.51,0.7354,0.7531,CURVA_IZQUIERDA
635,20.32,-0.1755,0.8729,-56.52,0.7512,0.7513,GIRANDO
636,20.352,-0.1755,0.8729,-57.94,0.7773,0.7524,GIRANDO
637,20.384,-0.1755,0.8729,-59.08,0.8046,0.7554,CURVA_IZQUIERDA
638,20.416,-0.1746,0.8715,-57.09,0.7544,0.7557,GIRANDO
639,20.448,-0.1746,0.8715,-58.51,0.7638,0.7572,GIRANDO
640,20.48,-0.1746,0.8715,-59.93,0.7416,0.7574,GIRANDO
641,20.512,-0.1746,0.8715,-61.06,0.8099,0.7598,CURVA_IZQUIERDA
642,20.544,-0.1738,0.8701,-59.08,0.7474,0.7593,GIRANDO
643,20.576,-0.1738,0.8701,-60.35,0.7986,0.7618,GIRANDO
644,20.608,-0.1738,0.8701,-61.49,0.7463,0.7625,GIRANDO
645,20.64,-0.1738,0.8701,-62.62,0.8011,0.7647,CURVA_IZQUIERDA
646,20.672,-0.173,0.8687,-60.64,0.7537,0.7641,GIRANDO
647,20.704,-0.173,0.8687,-61.77,0.8095,0.7667,GIRANDO
648,20.736,-0.173,0.8687,-62.91,0.7491,0.7675,GIRANDO
649,20.768,-0.173,0.8686,-63.9,0.7267,0.7661,CURVA_IZQUIERDA
650,20.8,-0.1722,0.8672,-62.06,0.7577,0.7636,GIRANDO
651,20.832,-0.1722,0.8671,-63.05,0.7326,0.7616,GIRANDO
652,20.864,-0.1722,0.8672,-64.04,0.7256,0.759,GIRANDO
653,20.896,-0.1722,0.8672,-64.89,0.7576,0.7573,GIRANDO
654,20.928,-0.1722,0.8671,-65.89,0.8041,0.7583,CURVA_IZQUIERDA
655,20.96,-0.1715,0.8656,-64.04,0.7857,0.7587,GIRANDO
656,20.992,-0.1715,0.8656,-64.89,0.787,0.7612,GIRANDO
657,21.024,-0.1715,0.8656,-65.74,0.7877,0.7638,GIRANDO
658,21.056,-0.1715,0.8656,-66.59,0.7788,0.7661,GIRANDO
659,21.088,-0.1715,0.8656,-67.45,0.7916,0.7685,CURVA_IZQUIERDA
660,21.12,-0.1709,0.8641,-65.46,0.7449,0.7675,GIRANDO
661,21.152,-0.1709,0.8641,-66.31,0.76,0.7676,GIRANDO
662,21.184,-0.1709,0.8641,-67.16,0.7569,0.7672,GIRANDO
663,21.216,-0.1709,0.8641,-68.01,0.7616,0.7667,GIRANDO
664,21.248,-0.1709,0.8641,-68.58,0.7668,0.7664,GIRANDO
665,21.28,-0.1709,0.8641,-69.43,0.7667,0.7662,CURVA_IZQUIERDA
666,21.312,-0.1702,0.8626,-67.45,0.737,0.7634,GIRANDO
667,21.344,-0.1703,0.8626,-68.15,0.7806,0.7635,GIRANDO
668,21.376,-0.1702,0.8626,-68.86,0.7615,0.7634,GIRANDO
669,21.408,-0.1702,0.8626,-69.43,0.8121,0.7655,GIRANDO
670,21.44,-0.1703,0.8626,-70.14,0.7302,0.7653,GIRANDO
671,21.472,-0.1703,0.8626,-70.71,0.7928,0.7663,CURVA_IZQUIERDA
672,21.504,-0.1697,0.861,-68.72,0.7977,0.7669,GIRANDO
673,21.536,-0.1697,0.861,-69.43,0.7856,0.769,GIRANDO
674,21.568,-0.1697,0.861,-70.0,0.8412,0.7735,GIRANDO
675,21.6,-0.1697,0.861,-70.57,0.7858,0.7767,GIRANDO
676,21.632,-0.1697,0.861,-71.13,0.6922,0.7749,AVANZAR
677,21.664,-0.1689,0.8586,-71.28,0.767,0.7713,AVANZAR
678,21.696,-0.168,0.8562,-71.28,0.8072,0.7701,AVANZAR
679,21.728,-0.1672,0.8538,-71.13,0.7819,0.7692,AVANZAR
680,21.76,-0.1664,0.8514,-71.13,0.7665,0.7679,AVANZAR
681,21.792,-0.1656,0.8489,-71.13,0.7066,0.7638,GIRANDO
682,21.824,-0.1656,0.8489,-71.7,0.7924,0.7641,AVANZAR
683,21.856,-0.1647,0.8465,-71.7,0.7255,0.7604,AVANZAR
684,21.888,-0.1639,0.844,-71.7,0.7449,0.7569,AVANZAR
685,21.92,-0.1631,0.8416,-71.7,0.7566,0.7541,AVANZAR
686,21.952,-0.1623,0.8392,-71.84,0.788,0.7533,AVANZAR
687,21.984,-0.1616,0.8368,-71.7,0.7864,0.7536,AVANZAR
688,22.016,-0.1607,0.8344,-71.7,0.7538,0.7531,GIRANDO
689,22.048,-0.1607,0.8344,-72.27,0.7332,0.7535,AVANZAR
690,22.08,-0.16,0.8319,-72.27,0.7811,0.7527,AVANZAR
691,22.112,-0.1592,0.8295,-72.27,0.7761,0.7527,AVANZAR
692,22.144,-0.1584,0.827,-72.27,0.7327,0.7511,AVANZAR
693,22.176,-0.1576,0.8246,-72.27,0.7919,0.7512,AVANZAR
694,22.208,-0.1568,0.8221,-72.27,0.763,0.7512,AVANZAR
695,22.24,-0.1561,0.8198,-72.27,0.7885,0.7523,GIRANDO
696,22.272,-0.1561,0.8198,-72.84,0.7091,0.7525,AVANZAR
697,22.304,-0.1553,0.8173,-72.84,0.758,0.7506,AVANZAR
698,22.336,-0.1546,0.8149,-72.84,0.7555,0.7491,AVANZAR
699,22.368,-0.1538,0.8124,-72.84,0.7146,0.746,AVANZAR
700,22.4,-0.153,0.8099,-72.84,0.7688,0.7445,AVANZAR
701,22.432,-0.1523,0.8075,-72.84,0.8023,0.7455,GIRANDO
702,22.464,-0.1523,0.8075,-73.4,0.8014,0.75,AVANZAR
703,22.496,-0.1516,0.8051,-73.26,0.7681,0.7514,AVANZAR
704,22.528,-0.1508,0.8026,-73.26,0.74,0.751,AVANZAR
