step,time_s,x_robot,y_robot,angulo_grados,sensor_crudo,kalman,action
2806,89.792,0.8314,-0.6652,-98.23,0.7323,0.7546,GIRANDO
2807,89.824,0.8314,-0.6652,-96.95,0.7683,0.7549,GIRANDO
2808,89.856,0.8314,-0.6652,-95.82,0.7387,0.7543,GIRANDO
2809,89.888,0.8314,-0.6652,-94.68,0.78,0.755,GIRANDO
2810,89.92,0.8314,-0.6652,-93.55,0.7599,0.7557,GIRANDO
2811,89.952,0.8314,-0.6652,-92.55,0.8054,0.7582,GIRANDO
2812,89.984,0.8314,-0.6652,-91.7,0.767,0.7602,GIRANDO
2813,90.016,0.8314,-0.6652,-90.85,0.7603,0.7613,GIRANDO
2814,90.048,0.8314,-0.6652,-90.0,0.7931,0.7634,CURVA_DERECHA
2815,90.08,0.8314,-0.6669,-91.99,0.7598,0.7631,GIRANDO
2816,90.112,0.8314,-0.6669,-91.13,0.804,0.7656,GIRANDO
2817,90.144,0.8314,-0.6669,-90.28,0.7659,0.7672,GIRANDO
2818,90.176,0.8314,-0.6668,-89.57,0.7311,0.7666,GIRANDO
2819,90.208,0.8314,-0.6668,-88.72,0.7337,0.7648,GIRANDO
2820,90.24,0.8314,-0.6668,-88.16,0.7689,0.7639,GIRANDO
2821,90.272,0.8314,-0.6669,-87.45,0.7466,0.7625,GIRANDO
2822,90.304,0.8314,-0.6669,-86.88,0.7568,0.7615,GIRANDO
2823,90.336,0.8314,-0.6669,-86.31,0.7384,0.7599,AVANZAR
2824,90.368,0.8316,-0.6694,-86.17,0.7246,0.7552,AVANZAR
2825,90.4,0.8317,-0.6719,-86.31,0.7668,0.7523,AVANZAR
2826,90.432,0.8319,-0.6745,-86.31,0.7604,0.7502,AVANZAR
2827,90.464,0.8321,-0.6771,-86.31,0.7387,0.7478,AVANZAR
2828,90.496,0.8322,-0.6796,-86.31,0.768,0.7466,CURVA_DERECHA
2829,90.528,0.8323,-0.6813,-88.3,0.7592,0.7465,CURVA_DERECHA
2830,90.56,0.8323,-0.683,-90.28,0.7753,0.7473,CURVA_DERECHA
2831,90.592,0.8323,-0.6846,-92.13,0.7485,0.7475,CURVA_DERECHA
2832,90.624,0.8322,-0.6863,-94.11,0.7379,0.7467,CURVA_DERECHA
2833,90.656,0.832,-0.6879,-96.1,0.7361,0.7453,CURVA_DERECHA
2834,90.688,0.8318,-0.6896,-98.09,0.7137,0.7427,CURVA_DERECHA
2835,90.72,0.8316,-0.6912,-100.07,0.7606,0.7414,CURVA_DERECHA
2836,90.752,0.8313,-0.6929,-102.06,0.7662,0.7414,CURVA_DERECHA
2837,90.784,0.8309,-0.6945,-104.04,0.7835,0.7427,CURVA_DERECHA
2838,90.816,0.8305,-0.6961,-105.89,0.729,0.7426,GIRANDO
2839,90.848,0.8305,-0.6961,-104.19,0.759,0.7442,CURVA_DERECHA
2840,90.88,0.83,-0.6977,-106.17,0.7907,0.7457,CURVA_DERECHA
2841,90.912,0.8295,-0.6992,-108.02,0.793,0.7484,GIRANDO
2842,90.944,0.8295,-0.6993,-105.89,0.7609,0.7514,CURVA_DERECHA
2843,90.976,0.829,-0.7009,-107.87,0.7564,0.752,CURVA_DERECHA
2844,91.008,0.8285,-0.7025,-109.86,0.78,0.7532,GIRANDO
2845,91.04,0.8285,-0.7024,-107.73,0.7549,0.7551,GIRANDO
2846,91.072,0.8285,-0.7025,-105.6,0.7648,0.7565,GIRANDO
2847,91.104,0.8285,-0.7025,-103.62,0.7844,0.7586,CURVA_DERECHA
2848,91.136,0.8281,-0.704,-105.46,0.8051,0.7605,GIRANDO
2849,91.168,0.8281,-0.7041,-103.62,0.7899,0.7639,GIRANDO
2850,91.2,0.8281,-0.704,-101.77,0.7912,0.7672,GIRANDO
2851,91.232,0.8281,-0.704,-100.07,0.7481,0.7683,GIRANDO
2852,91.264,0.8281,-0.704,-98.37,0.7491,0.7681,CURVA_DERECHA
2853,91.296,0.8278,-0.7057,-100.36,0.735,0.7651,CURVA_DERECHA
2854,91.328,0.8275,-0.7073,-102.34,0.7655,0.7629,CURVA_DERECHA
2855,91.36,0.8271,-0.7089,-104.33,0.747,0.7604,GIRANDO
2856,91.392,0.8271,-0.7089,-102.34,0.7139,0.758,GIRANDO
2857,91.424,0.8271,-0.7089,-100.5,0.7623,0.7567,GIRANDO
2858,91.456,0.8271,-0.7089,-98.79,0.7925,0.7575,CURVA_DERECHA
2859,91.488,0.8268,-0.7105,-100.78,0.8111,0.7589,GIRANDO
2860,91.52,0.8268,-0.7105,-99.08,0.7017,0.7582,CURVA_DERECHA
2861,91.552,0.8265,-0.7122,-101.06,0.7755,0.7571,GIRANDO
2862,91.584,0.8265,-0.7122,-99.36,0.7133,0.7556,GIRANDO
2863,91.616,0.8265,-0.7122,-97.66,0.7563,0.7547,CURVA_DERECHA
2864,91.648,0.8263,-0.7138,-99.65,0.7321,0.7517,GIRANDO
2865,91.68,0.8263,-0.7138,-97.94,0.7379,0.7503,GIRANDO
2866,91.712,0.8263,-0.7138,-96.24,0.7638,0.7501,GIRANDO
2867,91.744,0.8263,-0.7138,-94.82,0.7629,0.7505,GIRANDO
2868,91.776,0.8263,-0.7138,-93.4,0.7232,0.7496,GIRANDO
2869,91.808,0.8263,-0.7138,-92.27,0.7488,0.749,GIRANDO
2870,91.84,0.8263,-0.7138,-90.85,0.7565,0.749,GIRANDO
2871,91.872,0.8263,-0.7138,-89.72,0.7593,0.7494,GIRANDO
2872,91.904,0.8263,-0.7138,-88.87,0.7861,0.7513,GIRANDO
2873,91.936,0.8263,-0.7138,-87.73,0.7732,0.7533,GIRANDO
2874,91.968,0.8263,-0.7138,-86.88,0.7701,0.7553,GIRANDO
2875,92.0,0.8263,-0.7138,-86.03,0.7384,0.7557,GIRANDO
2876,92.032,0.8263,-0.7138,-85.18,0.7957,0.7578,GIRANDO
2877,92.064,0.8263,-0.7138,-84.33,0.7815,0.76,GIRANDO
2878,92.096,0.8263,-0.7138,-83.76,0.7839,0.7624,GIRANDO
2879,92.128,0.8263,-0.7138,-82.91,0.7638,0.7639,GIRANDO
2880,92.16,0.8263,-0.7138,-82.34,0.7502,0.7642,GIRANDO
2881,92.192,0.8263,-0.7138,-81.77,0.7917,0.7656,AVANZAR
2882,92.224,0.8267,-0.7164,-81.77,0.8004,0.7657,GIRANDO
2883,92.256,0.8267,-0.7164,-81.21,0.7286,0.7657,AVANZAR
2884,92.288,0.8271,-0.7189,-81.21,0.7355,0.7622,AVANZAR
2885,92.32,0.8275,-0.7215,-81.21,0.7858,0.7605,AVANZAR
2886,92.352,0.8278,-0.7239,-81.06,0.8032,0.7607,AVANZAR
2887,92.384,0.8282,-0.7264,-81.21,0.7515,0.7598,CURVA_DERECHA
2888,92.416,0.8285,-0.7281,-83.19,0.7624,0.7594,CURVA_DERECHA
2889,92.448,0.8286,-0.7297,-85.18,0.7454,0.7582,CURVA_DERECHA
2890,92.48,0.8287,-0.7314,-87.16,0.7324,0.7559,CURVA_DERECHA
2891,92.512,0.8288,-0.7331,-89.15,0.778,0.755,CURVA_DERECHA
2892,92.544,0.8288,-0.7348,-91.13,0.7462,0.7537,CURVA_DERECHA
2893,92.576,0.8287,-0.7364,-92.98,0.7927,0.7543,CURVA_DERECHA
2894,92.608,0.8286,-0.738,-94.96,0.7903,0.7557,CURVA_DERECHA
2895,92.64,0.8284,-0.7397,-96.95,0.7622,0.7564,CURVA_DERECHA
2896,92.672,0.8282,-0.7414,-98.94,0.771,0.7571,CURVA_DERECHA
2897,92.704,0.8279,-0.743,-100.92,0.7514,0.7568,CURVA_DERECHA
2898,92.736,0.8276,-0.7447,-102.91,0.7661,0.7566,CURVA_DERECHA
2899,92.768,0.8272,-0.7463,-104.89,0.79,0.7575,CURVA_DERECHA
2900,92.8,0.8267,-0.7478,-106.74,0.7763,0.7585,CURVA_DERECHA
2901,92.832,0.8262,-0.7494,-108.72,0.7443,0.758,CURVA_DERECHA
2902,92.864,0.8257,-0.751,-110.71,0.7077,0.7551,GIRANDO
2903,92.896,0.8257,-0.751,-108.16,0.7412,0.7537,CURVA_DERECHA
2904,92.928,0.8251,-0.7525,-110.0,0.752,0.7515,GIRANDO
2905,92.96,0.8251,-0.7526,-107.31,0.7578,0.7513,GIRANDO
2906,92.992,0.8251,-0.7526,-104.75,0.7487,0.7511,CURVA_DERECHA
2907,93.024,0.8247,-0.7542,-106.74,0.731,0.7487,GIRANDO
2908,93.056,0.8247,-0.7542,-104.19,0.7788,0.7496,CURVA_DERECHA
2909,93.088,0.8242,-0.7558,-106.17,0.7606,0.7492,GIRANDO
2910,93.12,0.8242,-0.7557,-103.76,0.8325,0.7536,CURVA_DERECHA
2911,93.152,0.8238,-0.7574,-105.75,0.77,0.7555,GIRANDO
2912,93.184,0.8238,-0.7574,-103.19,0.7355,0.7568,CURVA_DERECHA
2913,93.216,0.8234,-0.759,-105.18,0.7282,0.7549,GIRANDO
2914,93.248,0.8234,-0.759,-102.62,0.7807,0.7559,GIRANDO
2915,93.28,0.8234,-0.759,-100.36,0.759,0.7566,GIRANDO
2916,93.312,0.8234,-0.759,-98.09,0.7366,0.7561,CURVA_DERECHA
2917,93.344,0.8231,-0.7606,-100.07,0.791,0.756,GIRANDO
2918,93.376,0.8231,-0.7606,-97.8,0.7488,0.7566,CURVA_DERECHA
2919,93.408,0.8229,-0.7623,-99.79,0.8097,0.7578,GIRANDO
2920,93.44,0.8229,-0.7622,-97.66,0.7915,0.7611,CURVA_DERECHA
2921,93.472,0.8226,-0.7639,-99.65,0.7467,0.7609,GIRANDO
2922,93.504,0.8226,-0.7639,-97.38,0.8038,0.7637,GIRANDO
2923,93.536,0.8226,-0.7639,-95.25,0.7308,0.7639,CURVA_DERECHA
2924,93.568,0.8224,-0.7656,-97.23,0.7721,0.763,GIRANDO
2925,93.6,0.8225,-0.7655,-95.11,0.7538,0.7631,CURVA_DERECHA
2926,93.632,0.8223,-0.7672,-97.09,0.7419,0.7607,CURVA_DERECHA
2927,93.664,0.822,-0.7689,-99.08,0.7453,0.7582,CURVA_DERECHA
2928,93.696,0.8217,-0.7705,-101.06,0.7747,0.757,GIRANDO
2929,93.728,0.8217,-0.7705,-98.51,0.7759,0.7581,GIRANDO
2930,93.76,0.8217,-0.7705,-96.24,0.7649,0.7591,CURVA_DERECHA
2931,93.792,0.8215,-0.7721,-98.37,0.7536,0.7581,GIRANDO
2932,93.824,0.8215,-0.7722,-95.96,0.7107,0.7563,GIRANDO
2933,93.856,0.8215,-0.7722,-93.97,0.7649,0.7556,CURVA_DERECHA
2934,93.888,0.8214,-0.7738,-95.82,0.7607,0.7541,GIRANDO
2935,93.92,0.8214,-0.7738,-93.69,0.7304,0.753,CURVA_DERECHA
2936,93.952,0.8213,-0.7755,-95.67,0.7928,0.7527,GIRANDO
2937,93.984,0.8213,-0.7754,-93.55,0.8118,0.7562,GIRANDO
2938,94.016,0.8213,-0.7754,-91.56,0.7323,0.7572,GIRANDO
2939,94.048,0.8213,-0.7754,-89.57,0.8219,0.7607,GIRANDO
2940,94.08,0.8213,-0.7755,-87.73,0.7462,0.762,GIRANDO
2941,94.112,0.8213,-0.7754,-86.17,0.7592,0.7628,GIRANDO
2942,94.144,0.8213,-0.7754,-84.47,0.7714,0.7636,GIRANDO
2943,94.176,0.8213,-0.7754,-83.05,0.7309,0.7627,GIRANDO
2944,94.208,0.8213,-0.7754,-81.63,0.8026,0.7638,GIRANDO
2945,94.24,0.8213,-0.7754,-80.5,0.7625,0.7645,GIRANDO
2946,94.272,0.8213,-0.7755,-79.22,0.7788,0.7654,GIRANDO
2947,94.304,0.8213,-0.7755,-78.08,0.7487,0.7653,GIRANDO
2948,94.336,0.8213,-0.7754,-77.09,0.7405,0.7642,GIRANDO
2949,94.368,0.8213,-0.7754,-75.96,0.7422,0.7626,GIRANDO
2950,94.4,0.8213,-0.7754,-75.11,0.7324,0.7602,GIRANDO
2951,94.432,0.8213,-0.7754,-74.25,0.7634,0.759,GIRANDO
2952,94.464,0.8213,-0.7754,-73.4,0.7347,0.7572,GIRANDO
2953,94.496,0.8213,-0.7755,-72.69,0.8017,0.758,GIRANDO
2954,94.528,0.8213,-0.7754,-71.98,0.802,0.7605,GIRANDO
2955,94.56,0.8213,-0.7754,-71.42,0.7926,0.7634,GIRANDO
2956,94.592,0.8213,-0.7755,-70.71,0.717,0.763,GIRANDO
2957,94.624,0.8213,-0.7755,-70.14,0.7335,0.7615,AVANZAR
2958,94.656,0.8221,-0.7779,-70.0,0.7867,0.7596,AVANZAR
2959,94.688,0.823,-0.7802,-70.14,0.7776,0.7586,GIRANDO
2960,94.72,0.823,-0.7802,-69.57,0.7692,0.76,CURVA_DERECHA
2961,94.752,0.8235,-0.7818,-71.56,0.7857,0.7605,GIRANDO
2962,94.784,0.8236,-0.7819,-70.85,0.7544,0.7615,GIRANDO
2963,94.816,0.8236,-0.7819,-70.28,0.7685,0.7624,CURVA_DERECHA
2964,94.848,0.8241,-0.7834,-72.13,0.7892,0.7628,GIRANDO
2965,94.88,0.8241,-0.7834,-71.56,0.7995,0.7655,GIRANDO
2966,94.912,0.8241,-0.7834,-70.85,0.7744,0.7675,CURVA_DERECHA
2967,94.944,0.8246,-0.785,-72.69,0.7827,0.7681,GIRANDO
2968,94.976,0.8246,-0.785,-72.13,0.7583,0.7689,GIRANDO
2969,95.008,0.8246,-0.785,-71.28,0.7235,0.7674,GIRANDO
2970,95.04,0.8246,-0.785,-70.71,0.7239,0.7646,CURVA_DERECHA
2971,95.072,0.8251,-0.7866,-72.69,0.7508,0.7609,GIRANDO
2972,95.104,0.8251,-0.7866,-71.84,0.7817,0.7606,CURVA_DERECHA
2973,95.136,0.8256,-0.7882,-73.83,0.7324,0.7578,WP_14
2974,95.168,0.8256,-0.7882,-73.83,0.7903,0.7585,COMPLETADO
2975,95.2,0.8256,-0.7882,-73.83,0.754,0.7587,COMPLETADO
2976,95.232,0.8256,-0.7882,-73.83,0.7693,0.7593,COMPLETADO
2977,95.264,0.8256,-0.7882,-73.83,0.7752,0.7604,COMPLETADO
2978,95.296,0.8256,-0.7882,-73.83,0.759,0.761,COMPLETADO
2979,95.328,0.8256,-0.7882,-73.83,0.7547,0.761,COMPLETADO
2980,95.36,0.8256,-0.7882,-73.83,0.7577,0.7609,COMPLETADO
2981,95.392,0.8256,-0.7882,-73.83,0.7696,0.7612,COMPLETADO
2982,95.424,0.8256,-0.7882,-73.83,0.82,0.764,COMPLETADO
2983,95.456,0.8256,-0.7882,-73.83,0.7417,0.7647,COMPLETADO
2984,95.488,0.8256,-0.7882,-73.83,0.7874,0.7661,COMPLETADO
2985,95.52,0.8256,-0.7882,-73.83,0.7489,0.7662,COMPLETADO
2986,95.552,0.8256,-0.7882,-73.83,0.7616,0.766,COMPLETADO
2987,95.584,0.8256,-0.7882,-73.83,0.756,0.7655,COMPLETADO
2988,95.616,0.8256,-0.7882,-73.83,0.729,0.7636,COMPLETADO
2989,95.648,0.8256,-0.7882,-73.83,0.7755,0.7629,COMPLETADO
2990,95.68,0.8256,-0.7882,-73.83,0.7986,0.7641,COMPLETADO
2991,95.712,0.8256,-0.7882,-73.83,0.7416,0.7639,COMPLETADO
2992,95.744,0.8256,-0.7882,-73.83,0.7879,0.7648,COMPLETADO
2993,95.776,0.8256,-0.7882,-73.83,0.7831,0.7661,COMPLETADO
2994,95.808,0.8256,-0.7882,-73.83,0.747,0.7661,COMPLETADO
2995,95.84,0.8256,-0.7882,-73.83,0.781,0.7667,COMPLETADO
2996,95.872,0.8256,-0.7882,-73.83,0.7539,0.7665,COMPLETADO
2997,95.904,0.8256,-0.7882,-73.83,0.7719,0.7666,COMPLETADO
2998,95.936,0.8256,-0.7882,-73.83,0.7302,0.7651,COMPLETADO
2999,95.968,0.8256,-0.7882,-73.83,0.768,0.7643,COMPLETADO
3000,96.0,0.8256,-0.7882,-73.83,0.78,0.7646,COMPLETADO
3001,96.032,0.8256,-0.7882,-73.83,0.7561,0.7643,COMPLETADO
3002,96.064,0.8256,-0.7882,-73.83,0.7417,0.7632,COMPLETADO
3003,96.096,0.8256,-0.7882,-73.83,0.7408,0.7615,COMPLETADO
3004,96.128,0.8256,-0.7882,-73.83,0.7384,0.7595,COMPLETADO
3005,96.16,0.8256,-0.7882,-73.83,0.7466,0.7578,COMPLETADO
3006,96.192,0.8256,-0.7882,-73.83,0.812,0.7591,COMPLETADO
3007,96.224,0.8256,-0.7882,-73.83,0.7832,0.7609,COMPLETADO
3008,96.256,0.8256,-0.7882,-73.83,0.7277,0.7606,COMPLETADO
3009,96.288,0.8256,-0.7882,-73.83,0.7878,0.7616,COMPLETADO
3010,96.32,0.8256,-0.7882,-73.83,0.7705,0.7625,COMPLETADO
3011,96.352,0.8256,-0.7882,-73.83,0.7333,0.7618,COMPLETADO
3012,96.384,0.8256,-0.7882,-73.83,0.7766,0.7621,COMPLETADO
3013,96.416,0.8256,-0.7882,-73.83,0.7403,0.7613,COMPLETADO
3014,96.448,0.8256,-0.7882,-73.83,0.7814,0.7617,COMPLETADO
3015,96.48,0.8256,-0.7882,-73.83,0.7577,0.7617,COMPLETADO
3016,96.512,0.8256,-0.7882,-73.83,0.7725,0.7622,COMPLETADO
3017,96.544,0.8256,-0.7882,-73.83,0.7822,0.7634,COMPLETADO
3018,96.576,0.8256,-0.7882,-73.83,0.8168,0.7665,COMPLETADO
3019,96.608,0.8256,-0.7882,-73.83,0.7923,0.7694,COMPLETADO
3020,96.64,0.8256,-0.7882,-73.83,0.7549,0.7705,COMPLETADO
3021,96.672,0.8256,-0.7882,-73.83,0.8165,0.7732,COMPLETADO
3022,96.704,0.8256,-0.7882,-73.83,0.7242,0.7727,COMPLETADO
3023,96.736,0.8256,-0.7882,-73.83,0.7761,0.7725,COMPLETADO
3024,96.768,0.8256,-0.7882,-73.83,0.7487,0.7714,COMPLETADO
3025,96.8,0.8256,-0.7882,-73.83,0.7586,0.7701,COMPLETADO
3026,96.832,0.8256,-0.7882,-73.83,0.7627,0.769,COMPLETADO
3027,96.864,0.8256,-0.7882,-73.83,0.7385,0.7671,COMPLETADO
3028,96.896,0.8256,-0.7882,-73.83,0.8021,0.7674,COMPLETADO
3029,96.928,0.8256,-0.7882,-73.83,0.734,0.7662,COMPLETADO
3030,96.96,0.8256,-0.7882,-73.83,0.7347,0.764,COMPLETADO
3031,96.992,0.8256,-0.7882,-73.83,0.7673,0.7629,COMPLETADO
3032,97.024,0.8256,-0.7882,-73.83,0.7499,0.7617,COMPLETADO
3033,97.056,0.8256,-0.7882,-73.83,0.8007,0.7626,COMPLETADO
3034,97.088,0.8256,-0.7882,-73.83,0.7675,0.7634,COMPLETADO
3035,97.12,0.8256,-0.7882,-73.83,0.7227,0.7621,COMPLETADO
3036,97.152,0.8256,-0.7882,-73.83,0.7953,0.7628,COMPLETADO
3037,97.184,0.8256,-0.7882,-73.83,0.7938,0.7645,COMPLETADO
3038,97.216,0.8256,-0.7882,-73.83,0.7294,0.764,COMPLETADO
3039,97.248,0.8256,-0.7882,-73.83,0.7789,0.7644,COMPLETADO
3040,97.28,0.8256,-0.7882,-73.83,0.7502,0.764,COMPLETADO
3041,97.312,0.8256,-0.7882,-73.83,0.7678,0.7639,COMPLETADO
3042,97.344,0.8256,-0.7882,-73.83,0.7792,0.7645,COMPLETADO
3043,97.376,0.8256,-0.7882,-73.83,0.7523,0.7644,COMPLETADO
3044,97.408,0.8256,-0.7882,-73.83,0.7673,0.7644,COMPLETADO
3045,97.44,0.8256,-0.7882,-73.83,0.7618,0.7643,COMPLETADO
3046,97.472,0.8256,-0.7882,-73.83,0.7295,0.7627,COMPLETADO
3047,97.504,0.8256,-0.7882,-73.83,0.7259,0.7602,COMPLETADO
3048,97.536,0.8256,-0.7882,-73.83,0.7454,0.758,COMPLETADO
3049,97.568,0.8256,-0.7882,-73.83,0.7235,0.7552,COMPLETADO
3050,97.6,0.8256,-0.7882,-73.83,0.7664,0.754,COMPLETADO
3051,97.632,0.8256,-0.7882,-73.83,0.781,0.7545,COMPLETADO
3052,97.664,0.8256,-0.7882,-73.83,0.7293,0.7536,COMPLETADO
3053,97.696,0.8256,-0.7882,-73.83,0.7777,0.7542,COMPLETADO
3054,97.728,0.8256,-0.7882,-73.83,0.7664,0.7551,COMPLETADO
3055,97.76,0.8256,-0.7882,-73.83,0.752,0.7555,COMPLETADO
3056,97.792,0.8256,-0.7882,-73.83,0.788,0.7571,COMPLETADO
3057,97.824,0.8256,-0.7882,-73.83,0.7776,0.759,COMPLETADO
3058,97.856,0.8256,-0.7882,-73.83,0.7374,0.7592,COMPLETADO
3059,97.888,0.8256,-0.7882,-73.83,0.727,0.7579,COMPLETADO
3060,97.92,0.8256,-0.7882,-73.83,0.7207,0.7555,COMPLETADO
3061,97.952,0.8256,-0.7882,-73.83,0.771,0.7547,COMPLETADO
3062,97.984,0.8256,-0.7882,-73.83,0.7747,0.7551,COMPLETADO
3063,98.016,0.8256,-0.7882,-73.83,0.773,0.7562,COMPLETADO
3064,98.048,0.8256,-0.7882,-73.83,0.8106,0.7592,COMPLETADO
3065,98.08,0.8256,-0.7882,-73.83,0.7402,0.7601,COMPLETADO
3066,98.112,0.8256,-0.7882,-73.83,0.7594,0.7607,COMPLETADO
3067,98.144,0.8256,-0.7882,-73.83,0.7717,0.7615,COMPLETADO
3068,98.176,0.8256,-0.7882,-73.83,0.7364,0.7609,COMPLETADO
3069,98.208,0.8256,-0.7882,-73.83,0.7789,0.7613,COMPLETADO
3070,98.24,0.8256,-0.7882,-73.83,0.7375,0.7605,COMPLETADO
3071,98.272,0.8256,-0.7882,-73.83,0.7736,0.7606,COMPLETADO
3072,98.304,0.8256,-0.7882,-73.83,0.7746,0.7613,COMPLETADO
3073,98.336,0.8256,-0.7882,-73.83,0.7859,0.7628,COMPLETADO
3074,98.368,0.8256,-0.7882,-73.83,0.7483,0.763,COMPLETADO
3075,98.4,0.8256,-0.7882,-73.83,0.7529,0.7627,COMPLETADO
3076,98.432,0.8256,-0.7882,-73.83,0.7721,0.763,COMPLETADO
3077,98.464,0.8256,-0.7882,-73.83,0.7683,0.7633,COMPLETADO
3078,98.496,0.8256,-0.7882,-73.83,0.7507,0.763,COMPLETADO
3079,98.528,0.8256,-0.7882,-73.83,0.7852,0.7638,COMPLETADO
3080,98.56,0.8256,-0.7882,-73.83,0.7749,0.7647,COMPLETADO
3081,98.592,0.8256,-0.7882,-73.83,0.7745,0.7657,COMPLETADO
3082,98.624,0.8256,-0.7882,-73.83,0.7599,0.7661,COMPLETADO
3083,98.656,0.8256,-0.7882,-73.83,0.7915,0.7674,COMPLETADO
3084,98.688,0.8256,-0.7882,-73.83,0.7324,0.7667,COMPLETADO
3085,98.72,0.8256,-0.7882,-73.83,0.7829,0.7669,COMPLETADO
3086,98.752,0.8256,-0.7882,-73.83,0.7505,0.7664,COMPLETADO
3087,98.784,0.8256,-0.7882,-73.83,0.7657,0.766,COMPLETADO
3088,98.816,0.8256,-0.7882,-73.83,0.7555,0.7653,COMPLETADO
3089,98.848,0.8256,-0.7882,-73.83,0.7839,0.7657,COMPLETADO
3090,98.88,0.8256,-0.7882,-73.83,0.7679,0.7661,COMPLETADO
3091,98.912,0.8256,-0.7882,-73.83,0.7214,0.7643,COMPLETADO
3092,98.944,0.8256,-0.7882,-73.83,0.796,0.7647,COMPLETADO
3093,98.976,0.8256,-0.7882,-73.83,0.7766,0.7654,COMPLETADO
3094,99.008,0.8256,-0.7882,-73.83,0.7613,0.7656,COMPLETADO
3095,99.04,0.8256,-0.7882,-73.83,0.7823,0.7665,COMPLETADO
3096,99.072,0.8256,-0.7882,-73.83,0.7739,0.7674,COMPLETADO
3097,99.104,0.8256,-0.7882,-73.83,0.7455,0.7669,COMPLETADO
3098,99.136,0.8256,-0.7882,-73.83,0.7365,0.7653,COMPLETADO
3099,99.168,0.8256,-0.7882,-73.83,0.775,0.7648,COMPLETADO
3100,99.2,0.8256,-0.7882,-73.83,0.7769,0.765,COMPLETADO
3101,99.232,0.8256,-0.7882,-73.83,0.7704,0.7654,COMPLETADO
3102,99.264,0.8256,-0.7882,-73.83,0.7763,0.7661,COMPLETADO
3103,99.296,0.8256,-0.7882,-73.83,0.7542,0.766,COMPLETADO
3104,99.328,0.8256,-0.7882,-73.83,0.7811,0.7666,COMPLETADO
3105,99.36,0.8256,-0.7882,-73.83,0.7652,0.7669,COMPLETADO
3106,99.392,0.8256,-0.7882,-73.83,0.7356,0.7657,COMPLETADO
3107,99.424,0.8256,-0.7882,-73.83,0.7586,0.7646,COMPLETADO
3108,99.456,0.8256,-0.7882,-73.83,0.7805,0.7647,COMPLETADO
3109,99.488,0.8256,-0.7882,-73.83,0.8072,0.7666,COMPLETADO
3110,99.52,0.8256,-0.7882,-73.83,0.752,0.7671,COMPLETADO
3111,99.552,0.8256,-0.7882,-73.83,0.7675,0.7675,COMPLETADO
3112,99.584,0.8256,-0.7882,-73.83,0.7715,0.7678,COMPLETADO
3113,99.616,0.8256,-0.7882,-73.83,0.7376,0.7667,COMPLETADO
3114,99.648,0.8256,-0.7882,-73.83,0.7648,0.766,COMPLETADO
3115,99.68,0.8256,-0.7882,-73.83,0.7514,0.7649,COMPLETADO
3116,99.712,0.8256,-0.7882,-73.83,0.77,0.7645,COMPLETADO
3117,99.744,0.8256,-0.7882,-73.83,0.7551,0.7638,COMPLETADO
3118,99.776,0.8256,-0.7882,-73.83,0.7542,0.763,COMPLETADO
3119,99.808,0.8256,-0.7882,-73.83,0.7668,0.7627,COMPLETADO
3120,99.84,0.8256,-0.7882,-73.83,0.7236,0.7608,COMPLETADO
3121,99.872,0.8256,-0.7882,-73.83,0.7599,0.7596,COMPLETADO
3122,99.904,0.8256,-0.7882,-73.83,0.755,0.7587,COMPLETADO
3123,99.936,0.8256,-0.7882,-73.83,0.7698,0.7586,COMPLETADO
3124,99.968,0.8256,-0.7882,-73.83,0.7471,0.7581,COMPLETADO
3125,100.0,0.8256,-0.7882,-73.83,0.7335,0.7567,COMPLETADO
3126,100.032,0.8256,-0.7882,-73.83,0.7346,0.7549,COMPLETADO
3127,100.064,0.8256,-0.7882,-73.83,0.7522,0.7537,COMPLETADO
3128,100.096,0.8256,-0.7882,-73.83,0.7656,0.7535,COMPLETADO
3129,100.128,0.8256,-0.7882,-73.83,0.8136,0.756,COMPLETADO
3130,100.16,0.8256,-0.7882,-73.83,0.7802,0.7586,COMPLETADO
3131,100.192,0.8256,-0.7882,-73.83,0.7442,0.7595,COMPLETADO
3132,100.224,0.8256,-0.7882,-73.83,0.723,0.7584,COMPLETADO
3133,100.256,0.8256,-0.7882,-73.83,0.7633,0.758,COMPLETADO
3134,100.288,0.8256,-0.7882,-73.83,0.7634,0.758,COMPLETADO
3135,100.32,0.8256,-0.7882,-73.83,0.818,0.7606,COMPLETADO
3136,100.352,0.8256,-0.7882,-73.83,0.7367,0.7611,COMPLETADO
3137,100.384,0.8256,-0.7882,-73.83,0.7592,0.7614,COMPLETADO
3138,100.416,0.8256,-0.7882,-73.83,0.7676,0.7618,COMPLETADO
3139,100.448,0.8256,-0.7882,-73.83,0.7927,0.7634,COMPLETADO
3140,100.48,0.8256,-0.7882,-73.83,0.7545,0.7639,COMPLETADO
3141,100.512,0.8256,-0.7882,-73.83,0.7371,0.7631,COMPLETADO
3142,100.544,0.8256,-0.7882,-73.83,0.7965,0.7641,COMPLETADO
3143,100.576,0.8256,-0.7882,-73.83,0.7903,0.7658,COMPLETADO
3144,100.608,0.8256,-0.7882,-73.83,0.7345,0.7654,COMPLETADO
3145,100.64,0.8256,-0.7882,-73.83,0.7853,0.7661,COMPLETADO
3146,100.672,0.8256,-0.7882,-73.83,0.7163,0.7643,COMPLETADO
